date,profile,treatment,rank,asset
2025-04-19,conservative,T1,6,SOL
2025-04-19,conservative,T1,7,DOGE
2025-04-19,conservative,T1,8,ETC
2025-04-19,conservative,T1,9,ADA
2025-04-19,conservative,T1,10,XLM
2025-04-20,conservative,T0,1,TRX
2025-04-20,conservative,T0,2,BTC
2025-04-20,conservative,T0,3,BNB
2025-04-20,conservative,T0,4,BCH
2025-04-20,conservative,T0,5,AVAX
2025-04-20,conservative,T0,6,SOL
2025-04-20,conservative,T0,7,DOGE
2025-04-20,conservative,T0,8,ETC
2025-04-20,conservative,T0,9,LTC
2025-04-20,conservative,T0,10,ADA
2025-04-20,conservative,T1,1,TRX
2025-04-20,conservative,T1,2,BTC
2025-04-20,conservative,T1,3,BNB
2025-04-20,conservative,T1,4,BCH
2025-04-20,conservative,T1,5,AVAX
2025-04-20,conservative,T1,6,DOGE
2025-04-20,conservative,T1,7,SOL
2025-04-20,conservative,T1,8,ETC
2025-04-20,conservative,T1,9,ADA
2025-04-20,conservative,T1,10,LTC
2025-04-21,conservative,T0,1,TRX
2025-04-21,conservative,T0,2,BTC
2025-04-21,conservative,T0,3,BNB
2025-04-21,conservative,T0,4,AVAX
2025-04-21,conservative,T0,5,SOL
2025-04-21,conservative,T0,6,BCH
2025-04-21,conservative,T0,7,DOGE
2025-04-21,conservative,T0,8,ETC
2025-04-21,conservative,T0,9,ADA
2025-04-21,conservative,T0,10,XLM
2025-04-21,conservative,T1,1,TRX
2025-04-21,conservative,T1,2,BTC
2025-04-21,conservative,T1,3,BNB
2025-04-21,conservative,T1,4,AVAX
2025-04-21,conservative,T1,5,SOL
2025-04-21,conservative,T1,6,BCH
2025-04-21,conservative,T1,7,DOGE
2025-04-21,conservative,T1,8,ETC
2025-04-21,conservative,T1,9,ADA
2025-04-21,conservative,T1,10,XLM
2025-04-22,conservative,T0,1,TRX
2025-04-22,conservative,T0,2,BNB
2025-04-22,conservative,T0,3,BTC
2025-04-22,conservative,T0,4,BCH
2025-04-22,conservative,T0,5,AVAX
2025-04-22,conservative,T0,6,SOL
2025-04-22,conservative,T0,7,ETC
2025-04-22,conservative,T0,8,LTC
2025-04-22,conservative,T0,9,XLM
2025-04-22,conservative,T0,10,XRP
2025-04-22,conservative,T1,1,TRX
2025-04-22,conservative,T1,2,BNB
2025-04-22,conservative,T1,3,BTC
2025-04-22,conservative,T1,4,BCH
2025-04-22,conservative,T1,5,SOL
2025-04-22,conservative,T1,6,AVAX
2025-04-22,conservative,T1,7,ETC
2025-04-22,conservative,T1,8,XLM
2025-04-22,conservative,T1,9,LTC
2025-04-22,conservative,T1,10,DOGE
2025-04-23,conservative,T0,1,TRX
2025-04-23,conservative,T0,2,BNB
2025-04-23,conservative,T0,3,BTC
2025-04-23,conservative,T0,4,BCH
2025-04-23,conservative,T0,5,SOL
2025-04-23,conservative,T0,6,XRP
2025-04-23,conservative,T0,7,ETC
2025-04-23,conservative,T0,8,LTC
2025-04-23,conservative,T0,9,XLM
2025-04-23,conservative,T0,10,ADA
2025-04-23,conservative,T1,1,TRX
2025-04-23,conservative,T1,2,BNB
2025-04-23,conservative,T1,3,BTC
2025-04-23,conservative,T1,4,BCH
2025-04-23,conservative,T1,5,SOL
2025-04-23,conservative,T1,6,XRP
2025-04-23,conservative,T1,7,ETC
2025-04-23,conservative,T1,8,XLM
2025-04-23,conservative,T1,9,ADA
2025-04-23,conservative,T1,10,AVAX
2025-04-24,conservative,T0,1,TRX
2025-04-24,conservative,T0,2,BNB
2025-04-24,conservative,T0,3,BTC
2025-04-24,conservative,T0,4,BCH
2025-04-24,conservative,T0,5,SOL
2025-04-24,conservative,T0,6,XRP
2025-04-24,conservative,T0,7,ETC
2025-04-24,conservative,T0,8,LTC
2025-04-24,conservative,T0,9,XLM
2025-04-24,conservative,T0,10,ADA
2025-04-24,conservative,T1,1,TRX
2025-04-24,conservative,T1,2,BTC
2025-04-24,conservative,T1,3,BNB
2025-04-24,conservative,T1,4,BCH
2025-04-24,conservative,T1,5,SOL
2025-04-24,conservative,T1,6,XRP
2025-04-24,conservative,T1,7,ETC
2025-04-24,conservative,T1,8,XLM
2025-04-24,conservative,T1,9,ADA
2025-04-24,conservative,T1,10,LTC
2025-04-25,conservative,T0,1,TRX
2025-04-25,conservative,T0,2,BNB
2025-04-25,conservative,T0,3,BTC
2025-04-25,conservative,T0,4,BCH
2025-04-25,conservative,T0,5,SOL
2025-04-25,conservative,T0,6,XRP
2025-04-25,conservative,T0,7,ETC
2025-04-25,conservative,T0,8,LTC
2025-04-25,conservative,T0,9,ADA
2025-04-25,conservative,T0,10,XLM
2025-04-25,conservative,T1,1,TRX
2025-04-25,conservative,T1,2,BNB
2025-04-25,conservative,T1,3,BTC
2025-04-25,conservative,T1,4,BCH
2025-04-25,conservative,T1,5,SOL
2025-04-25,conservative,T1,6,XRP
2025-04-25,conservative,T1,7,ETC
2025-04-25,conservative,T1,8,XLM
2025-04-25,conservative,T1,9,ADA
2025-04-25,conservative,T1,10,LTC
2025-04-26,conservative,T0,1,TRX
2025-04-26,conservative,T0,2,BCH
2025-04-26,conservative,T0,3,BTC
2025-04-26,conservative,T0,4,BNB
2025-04-26,conservative,T0,5,SOL
2025-04-26,conservative,T0,6,XRP
2025-04-26,conservative,T0,7,ETC
2025-04-26,conservative,T0,8,XLM
2025-04-26,conservative,T0,9,AVAX
2025-04-26,conservative,T0,10,LTC
2025-04-26,conservative,T1,1,TRX
2025-04-26,conservative,T1,2,BCH
2025-04-26,conservative,T1,3,BTC
2025-04-26,conservative,T1,4,BNB
2025-04-26,conservative,T1,5,SOL
2025-04-26,conservative,T1,6,XRP
2025-04-26,conservative,T1,7,ETC
2025-04-26,conservative,T1,8,XLM
2025-04-26,conservative,T1,9,AVAX
2025-04-26,conservative,T1,10,LTC
2025-04-27,conservative,T0,1,TRX
2025-04-27,conservative,T0,2,BCH
2025-04-27,conservative,T0,3,SOL
2025-04-27,conservative,T0,4,BTC
2025-04-27,conservative,T0,5,BNB
2025-04-27,conservative,T0,6,XRP
2025-04-27,conservative,T0,7,ETC
2025-04-27,conservative,T0,8,LINK
2025-04-27,conservative,T0,9,LTC
2025-04-27,conservative,T0,10,AVAX
2025-04-27,conservative,T1,1,TRX
2025-04-27,conservative,T1,2,BCH
2025-04-27,conservative,T1,3,SOL
2025-04-27,conservative,T1,4,BTC
2025-04-27,conservative,T1,5,BNB
2025-04-27,conservative,T1,6,XRP
2025-04-27,conservative,T1,7,ETC
2025-04-27,conservative,T1,8,LINK
2025-04-27,conservative,T1,9,AVAX
2025-04-27,conservative,T1,10,LTC
2025-04-28,conservative,T0,1,BCH
2025-04-28,conservative,T0,2,TRX
2025-04-28,conservative,T0,3,BTC
2025-04-28,conservative,T0,4,SOL
2025-04-28,conservative,T0,5,BNB
2025-04-28,conservative,T0,6,XRP
2025-04-28,conservative,T0,7,AVAX
2025-04-28,conservative,T0,8,LINK
2025-04-28,conservative,T0,9,XLM
2025-04-28,conservative,T0,10,ETC
2025-04-28,conservative,T1,1,BCH
2025-04-28,conservative,T1,2,SOL
2025-04-28,conservative,T1,3,BTC
2025-04-28,conservative,T1,4,TRX
2025-04-28,conservative,T1,5,BNB
2025-04-28,conservative,T1,6,XRP
2025-04-28,conservative,T1,7,AVAX
2025-04-28,conservative,T1,8,LINK
2025-04-28,conservative,T1,9,XLM
2025-04-28,conservative,T1,10,ETC
2025-04-29,conservative,T0,1,BCH
2025-04-29,conservative,T0,2,SOL
2025-04-29,conservative,T0,3,BTC
2025-04-29,conservative,T0,4,AVAX
2025-04-29,conservative,T0,5,TRX
2025-04-29,conservative,T0,6,BNB
2025-04-29,conservative,T0,7,XRP
2025-04-29,conservative,T0,8,LINK
2025-04-29,conservative,T0,9,DOGE
2025-04-29,conservative,T0,10,ADA
2025-04-29,conservative,T1,1,BCH
2025-04-29,conservative,T1,2,SOL
2025-04-29,conservative,T1,3,BTC
2025-04-29,conservative,T1,4,AVAX
2025-04-29,conservative,T1,5,BNB
2025-04-29,conservative,T1,6,TRX
2025-04-29,conservative,T1,7,DOGE
2025-04-29,conservative,T1,8,LINK
2025-04-29,conservative,T1,9,XRP
2025-04-29,conservative,T1,10,XLM
2025-04-30,conservative,T0,1,SOL
2025-04-30,conservative,T0,2,BTC
2025-04-30,conservative,T0,3,BCH
2025-04-30,conservative,T0,4,AVAX
2025-04-30,conservative,T0,5,XRP
2025-04-30,conservative,T0,6,LINK
2025-04-30,conservative,T0,7,TRX
2025-04-30,conservative,T0,8,BNB
2025-04-30,conservative,T0,9,ADA
2025-04-30,conservative,T0,10,LTC
2025-04-30,conservative,T1,1,SOL
2025-04-30,conservative,T1,2,BCH
2025-04-30,conservative,T1,3,BTC
2025-04-30,conservative,T1,4,AVAX
2025-04-30,conservative,T1,5,LINK
2025-04-30,conservative,T1,6,XRP
2025-04-30,conservative,T1,7,BNB
2025-04-30,conservative,T1,8,ADA
2025-04-30,conservative,T1,9,TRX
2025-04-30,conservative,T1,10,DOGE
2025-05-01,conservative,T0,1,SOL
2025-05-01,conservative,T0,2,BCH
2025-05-01,conservative,T0,3,BTC
2025-05-01,conservative,T0,4,AVAX
2025-05-01,conservative,T0,5,TRX
2025-05-01,conservative,T0,6,XRP
2025-05-01,conservative,T0,7,BNB
2025-05-01,conservative,T0,8,ADA
2025-05-01,conservative,T0,9,LINK
2025-05-01,conservative,T0,10,XLM
2025-05-01,conservative,T1,1,SOL
2025-05-01,conservative,T1,2,BCH
2025-05-01,conservative,T1,3,BTC
2025-05-01,conservative,T1,4,AVAX
2025-05-01,conservative,T1,5,XLM
2025-05-01,conservative,T1,6,LINK
2025-05-01,conservative,T1,7,ADA
2025-05-01,conservative,T1,8,BNB
2025-05-01,conservative,T1,9,TRX
2025-05-01,conservative,T1,10,DOT
2025-05-02,conservative,T0,1,SOL
2025-05-02,conservative,T0,2,BCH
2025-05-02,conservative,T0,3,BTC
2025-05-02,conservative,T0,4,AVAX
2025-05-02,conservative,T0,5,LINK
2025-05-02,conservative,T0,6,XRP
2025-05-02,conservative,T0,7,XLM
2025-05-02,conservative,T0,8,ADA
2025-05-02,conservative,T0,9,BNB
2025-05-02,conservative,T0,10,TRX
2025-05-02,conservative,T1,1,SOL
2025-05-02,conservative,T1,2,BCH
2025-05-02,conservative,T1,3,BTC
2025-05-02,conservative,T1,4,AVAX
2025-05-02,conservative,T1,5,LINK
2025-05-02,conservative,T1,6,XRP
2025-05-02,conservative,T1,7,ADA
2025-05-02,conservative,T1,8,XLM
2025-05-02,conservative,T1,9,BNB
2025-05-02,conservative,T1,10,TRX
2025-05-03,conservative,T0,1,SOL
2025-05-03,conservative,T0,2,BTC
2025-05-03,conservative,T0,3,AVAX
2025-05-03,conservative,T0,4,BCH
2025-05-03,conservative,T0,5,LINK
2025-05-03,conservative,T0,6,TRX
2025-05-03,conservative,T0,7,XLM
2025-05-03,conservative,T0,8,BNB
2025-05-03,conservative,T0,9,XRP
2025-05-03,conservative,T0,10,ADA
2025-05-03,conservative,T1,1,SOL
2025-05-03,conservative,T1,2,BTC
2025-05-03,conservative,T1,3,AVAX
2025-05-03,conservative,T1,4,BCH
2025-05-03,conservative,T1,5,LINK
2025-05-03,conservative,T1,6,XLM
2025-05-03,conservative,T1,7,TRX
2025-05-03,conservative,T1,8,BNB
2025-05-03,conservative,T1,9,XRP
2025-05-03,conservative,T1,10,ADA
2025-05-04,conservative,T0,1,SOL
2025-05-04,conservative,T0,2,BTC
2025-05-04,conservative,T0,3,AVAX
2025-05-04,conservative,T0,4,BCH
2025-05-04,conservative,T0,5,XLM
2025-05-04,conservative,T0,6,LINK
2025-05-04,conservative,T0,7,XRP
2025-05-04,conservative,T0,8,TRX
2025-05-04,conservative,T0,9,BNB
2025-05-04,conservative,T0,10,ADA
2025-05-04,conservative,T1,1,SOL
2025-05-04,conservative,T1,2,BTC
2025-05-04,conservative,T1,3,BCH
2025-05-04,conservative,T1,4,AVAX
2025-05-04,conservative,T1,5,XLM
2025-05-04,conservative,T1,6,LINK
2025-05-04,conservative,T1,7,XRP
2025-05-04,conservative,T1,8,BNB
2025-05-04,conservative,T1,9,TRX
2025-05-04,conservative,T1,10,ADA
2025-05-05,conservative,T0,1,SOL
2025-05-05,conservative,T0,2,BTC
2025-05-05,conservative,T0,3,AVAX
2025-05-05,conservative,T0,4,BCH
2025-05-05,conservative,T0,5,LINK
2025-05-05,conservative,T0,6,XLM
2025-05-05,conservative,T0,7,TRX
2025-05-05,conservative,T0,8,XRP
2025-05-05,conservative,T0,9,BNB
2025-05-05,conservative,T0,10,ETC
2025-05-05,conservative,T1,1,SOL
2025-05-05,conservative,T1,2,BTC
2025-05-05,conservative,T1,3,AVAX
2025-05-05,conservative,T1,4,BCH
2025-05-05,conservative,T1,5,LINK
2025-05-05,conservative,T1,6,TRX
2025-05-05,conservative,T1,7,XLM
2025-05-05,conservative,T1,8,XRP
2025-05-05,conservative,T1,9,BNB
2025-05-05,conservative,T1,10,ETC
2025-05-06,conservative,T0,1,SOL
2025-05-06,conservative,T0,2,AVAX
2025-05-06,conservative,T0,3,BCH
2025-05-06,conservative,T0,4,BTC
2025-05-06,conservative,T0,5,LINK
2025-05-06,conservative,T0,6,XLM
2025-05-06,conservative,T0,7,ADA
2025-05-06,conservative,T0,8,XRP
2025-05-06,conservative,T0,9,ETH
2025-05-06,conservative,T0,10,ETC
2025-05-06,conservative,T1,1,SOL
2025-05-06,conservative,T1,2,AVAX
2025-05-06,conservative,T1,3,LINK
2025-05-06,conservative,T1,4,BCH
2025-05-06,conservative,T1,5,BTC
2025-05-06,conservative,T1,6,ADA
2025-05-06,conservative,T1,7,XLM
2025-05-06,conservative,T1,8,XRP
2025-05-06,conservative,T1,9,ETH
2025-05-06,conservative,T1,10,ETC
2025-05-07,conservative,T0,1,SOL
2025-05-07,conservative,T0,2,BCH
2025-05-07,conservative,T0,3,LINK
2025-05-07,conservative,T0,4,BTC
2025-05-07,conservative,T0,5,AVAX
2025-05-07,conservative,T0,6,ETH
2025-05-07,conservative,T0,7,XRP
2025-05-07,conservative,T0,8,ADA
2025-05-07,conservative,T0,9,XLM
2025-05-07,conservative,T0,10,DOGE
2025-05-07,conservative,T1,1,SOL
2025-05-07,conservative,T1,2,BCH
2025-05-07,conservative,T1,3,BTC
2025-05-07,conservative,T1,4,LINK
2025-05-07,conservative,T1,5,AVAX
2025-05-07,conservative,T1,6,ETH
2025-05-07,conservative,T1,7,XRP
2025-05-07,conservative,T1,8,DOGE
2025-05-07,conservative,T1,9,XLM
2025-05-07,conservative,T1,10,ADA
2025-05-08,conservative,T0,1,SOL
2025-05-08,conservative,T0,2,BTC
2025-05-08,conservative,T0,3,BCH
2025-05-08,conservative,T0,4,LINK
2025-05-08,conservative,T0,5,AVAX
2025-05-08,conservative,T0,6,LTC
2025-05-08,conservative,T0,7,XRP
2025-05-08,conservative,T0,8,ADA
2025-05-08,conservative,T0,9,XLM
2025-05-08,conservative,T0,10,DOGE
2025-05-08,conservative,T1,1,SOL
2025-05-08,conservative,T1,2,BTC
2025-05-08,conservative,T1,3,BCH
2025-05-08,conservative,T1,4,LINK
2025-05-08,conservative,T1,5,AVAX
2025-05-08,conservative,T1,6,DOGE
2025-05-08,conservative,T1,7,XRP
2025-05-08,conservative,T1,8,XLM
2025-05-08,conservative,T1,9,LTC
2025-05-08,conservative,T1,10,DOT
2025-05-09,conservative,T0,1,SOL
2025-05-09,conservative,T0,2,BTC
2025-05-09,conservative,T0,3,BCH
2025-05-09,conservative,T0,4,LTC
2025-05-09,conservative,T0,5,XLM
2025-05-09,conservative,T0,6,TRX
2025-05-09,conservative,T0,7,LINK
2025-05-09,conservative,T0,8,DOT
2025-05-09,conservative,T0,9,AVAX
2025-05-09,conservative,T0,10,XRP
2025-05-09,conservative,T1,1,SOL
2025-05-09,conservative,T1,2,BCH
2025-05-09,conservative,T1,3,BTC
2025-05-09,conservative,T1,4,XLM
2025-05-09,conservative,T1,5,TRX
2025-05-09,conservative,T1,6,DOT
2025-05-09,conservative,T1,7,DOGE
2025-05-09,conservative,T1,8,AVAX
2025-05-09,conservative,T1,9,BNB
2025-05-09,conservative,T1,10,LINK
2025-05-10,conservative,T0,1,SOL
2025-05-10,conservative,T0,2,BTC
2025-05-10,conservative,T0,3,BCH
2025-05-10,conservative,T0,4,LTC
2025-05-10,conservative,T0,5,XLM
2025-05-10,conservative,T0,6,LINK
2025-05-10,conservative,T0,7,XRP
2025-05-10,conservative,T0,8,ETH
2025-05-10,conservative,T0,9,TRX
2025-05-10,conservative,T0,10,DOT
2025-05-10,conservative,T1,1,SOL
2025-05-10,conservative,T1,2,BTC
2025-05-10,conservative,T1,3,BCH
2025-05-10,conservative,T1,4,XLM
2025-05-10,conservative,T1,5,LTC
2025-05-10,conservative,T1,6,ETH
2025-05-10,conservative,T1,7,LINK
2025-05-10,conservative,T1,8,DOT
2025-05-10,conservative,T1,9,XRP
2025-05-10,conservative,T1,10,TRX
2025-05-11,conservative,T0,1,BTC
2025-05-11,conservative,T0,2,SOL
2025-05-11,conservative,T0,3,TRX
2025-05-11,conservative,T0,4,XLM
2025-05-11,conservative,T0,5,BCH
2025-05-11,conservative,T0,6,LTC
2025-05-11,conservative,T0,7,XRP
2025-05-11,conservative,T0,8,ETH
2025-05-11,conservative,T0,9,BNB
2025-05-11,conservative,T0,10,DOT
2025-05-11,conservative,T1,1,BTC
2025-05-11,conservative,T1,2,SOL
2025-05-11,conservative,T1,3,TRX
2025-05-11,conservative,T1,4,XLM
2025-05-11,conservative,T1,5,BCH
2025-05-11,conservative,T1,6,LTC
2025-05-11,conservative,T1,7,XRP
2025-05-11,conservative,T1,8,BNB
2025-05-11,conservative,T1,9,ETH
2025-05-11,conservative,T1,10,DOT
2025-05-12,conservative,T0,1,BTC
2025-05-12,conservative,T0,2,SOL
2025-05-12,conservative,T0,3,TRX
2025-05-12,conservative,T0,4,BNB
2025-05-12,conservative,T0,5,LTC
2025-05-12,conservative,T0,6,XLM
2025-05-12,conservative,T0,7,ETH
2025-05-12,conservative,T0,8,DOT
2025-05-12,conservative,T0,9,BCH
2025-05-12,conservative,T0,10,LINK
2025-05-12,conservative,T1,1,BTC
2025-05-12,conservative,T1,2,SOL
2025-05-12,conservative,T1,3,TRX
2025-05-12,conservative,T1,4,BNB
2025-05-12,conservative,T1,5,XLM
2025-05-12,conservative,T1,6,ETH
2025-05-12,conservative,T1,7,DOT
2025-05-12,conservative,T1,8,LTC
2025-05-12,conservative,T1,9,BCH
2025-05-12,conservative,T1,10,ETC
2025-05-13,conservative,T0,1,BTC
2025-05-13,conservative,T0,2,SOL
2025-05-13,conservative,T0,3,LTC
2025-05-13,conservative,T0,4,BNB
2025-05-13,conservative,T0,5,XLM
2025-05-13,conservative,T0,6,TRX
2025-05-13,conservative,T0,7,BCH
2025-05-13,conservative,T0,8,LINK
2025-05-13,conservative,T0,9,ETH
2025-05-13,conservative,T0,10,DOT
2025-05-13,conservative,T1,1,BTC
2025-05-13,conservative,T1,2,SOL
2025-05-13,conservative,T1,3,LTC
2025-05-13,conservative,T1,4,BNB
2025-05-13,conservative,T1,5,XLM
2025-05-13,conservative,T1,6,TRX
2025-05-13,conservative,T1,7,BCH
2025-05-13,conservative,T1,8,LINK
2025-05-13,conservative,T1,9,ETH
2025-05-13,conservative,T1,10,DOT
2025-05-14,conservative,T0,1,BTC
2025-05-14,conservative,T0,2,BCH
2025-05-14,conservative,T0,3,SOL
2025-05-14,conservative,T0,4,LTC
2025-05-14,conservative,T0,5,BNB
2025-05-14,conservative,T0,6,TRX
2025-05-14,conservative,T0,7,XLM
2025-05-14,conservative,T0,8,LINK
2025-05-14,conservative,T0,9,DOT
2025-05-14,conservative,T0,10,ETH
2025-05-14,conservative,T1,1,BTC
2025-05-14,conservative,T1,2,BCH
2025-05-14,conservative,T1,3,SOL
2025-05-14,conservative,T1,4,LTC
2025-05-14,conservative,T1,5,BNB
2025-05-14,conservative,T1,6,TRX
2025-05-14,conservative,T1,7,XLM
2025-05-14,conservative,T1,8,LINK
2025-05-14,conservative,T1,9,DOT
2025-05-14,conservative,T1,10,ETH
2025-05-15,conservative,T0,1,BTC
2025-05-15,conservative,T0,2,ETH
2025-05-15,conservative,T0,3,SOL
2025-05-15,conservative,T0,4,BCH
2025-05-15,conservative,T0,5,LTC
2025-05-15,conservative,T0,6,LINK
2025-05-15,conservative,T0,7,DOT
2025-05-15,conservative,T0,8,XLM
2025-05-15,conservative,T0,9,ADA
2025-05-15,conservative,T0,10,ETC
2025-05-15,conservative,T1,1,BTC
2025-05-15,conservative,T1,2,ETH
2025-05-15,conservative,T1,3,SOL
2025-05-15,conservative,T1,4,BCH
2025-05-15,conservative,T1,5,LINK
2025-05-15,conservative,T1,6,LTC
2025-05-15,conservative,T1,7,DOT
2025-05-15,conservative,T1,8,XLM
2025-05-15,conservative,T1,9,ADA
2025-05-15,conservative,T1,10,ETC
2025-05-16,conservative,T0,1,ETH
2025-05-16,conservative,T0,2,LTC
2025-05-16,conservative,T0,3,BTC
2025-05-16,conservative,T0,4,SOL
2025-05-16,conservative,T0,5,DOT
2025-05-16,conservative,T0,6,BCH
2025-05-16,conservative,T0,7,LINK
2025-05-16,conservative,T0,8,XLM
2025-05-16,conservative,T0,9,BNB
2025-05-16,conservative,T0,10,ETC
2025-05-16,conservative,T1,1,ETH
2025-05-16,conservative,T1,2,LTC
2025-05-16,conservative,T1,3,BTC
2025-05-16,conservative,T1,4,SOL
2025-05-16,conservative,T1,5,BCH
2025-05-16,conservative,T1,6,DOT
2025-05-16,conservative,T1,7,LINK
2025-05-16,conservative,T1,8,BNB
2025-05-16,conservative,T1,9,XLM
2025-05-16,conservative,T1,10,ADA
2025-03-16,moderate,T0,1,TRX
2025-03-16,moderate,T0,2,BCH
2025-03-16,moderate,T0,3,BTC
2025-03-16,moderate,T0,4,ETC
2025-03-16,moderate,T0,5,BNB
2025-03-16,moderate,T0,6,LTC
2025-03-16,moderate,T0,7,ETH
2025-03-16,moderate,T0,8,XLM
2025-03-16,moderate,T0,9,ADA
2025-03-16,moderate,T0,10,DOT
2025-03-16,moderate,T1,1,TRX
2025-03-16,moderate,T1,2,BCH
2025-03-16,moderate,T1,3,BTC
2025-03-16,moderate,T1,4,ETC
2025-03-16,moderate,T1,5,BNB
2025-03-16,moderate,T1,6,LTC
2025-03-16,moderate,T1,7,ETH
2025-03-16,moderate,T1,8,XLM
2025-03-16,moderate,T1,9,DOT
2025-03-16,moderate,T1,10,ADA
2025-03-17,moderate,T0,1,TRX
2025-03-17,moderate,T0,2,BCH
2025-03-17,moderate,T0,3,BTC
2025-03-17,moderate,T0,4,ETC
2025-03-17,moderate,T0,5,ETH
2025-03-17,moderate,T0,6,DOT
2025-03-17,moderate,T0,7,ADA
2025-03-17,moderate,T0,8,BNB
2025-03-17,moderate,T0,9,LTC
2025-03-17,moderate,T0,10,XLM
2025-03-17,moderate,T1,1,TRX
2025-03-17,moderate,T1,2,BCH
2025-03-17,moderate,T1,3,BTC
2025-03-17,moderate,T1,4,ETC
2025-03-17,moderate,T1,5,ETH
2025-03-17,moderate,T1,6,DOT
2025-03-17,moderate,T1,7,ADA
2025-03-17,moderate,T1,8,BNB
2025-03-17,moderate,T1,9,LTC
2025-03-17,moderate,T1,10,XLM
2025-03-18,moderate,T0,1,TRX
2025-03-18,moderate,T0,2,BTC
2025-03-18,moderate,T0,3,ADA
2025-03-18,moderate,T0,4,BCH
2025-03-18,moderate,T0,5,ETC
2025-03-18,moderate,T0,6,DOT
2025-03-18,moderate,T0,7,LTC
2025-03-18,moderate,T0,8,ETH
2025-03-18,moderate,T0,9,BNB
2025-03-18,moderate,T0,10,XRP
2025-03-18,moderate,T1,1,TRX
2025-03-18,moderate,T1,2,BTC
2025-03-18,moderate,T1,3,BCH
2025-03-18,moderate,T1,4,ETC
2025-03-18,moderate,T1,5,ADA
2025-03-18,moderate,T1,6,DOT
2025-03-18,moderate,T1,7,LTC
2025-03-18,moderate,T1,8,ETH
2025-03-18,moderate,T1,9,BNB
2025-03-18,moderate,T1,10,XRP
2025-03-19,moderate,T0,1,BCH
2025-03-19,moderate,T0,2,TRX
2025-03-19,moderate,T0,3,BTC
2025-03-19,moderate,T0,4,ETC
2025-03-19,moderate,T0,5,BNB
2025-03-19,moderate,T0,6,ADA
2025-03-19,moderate,T0,7,LTC
2025-03-19,moderate,T0,8,DOT
2025-03-19,moderate,T0,9,XLM
2025-03-19,moderate,T0,10,XRP
2025-03-19,moderate,T1,1,BCH
2025-03-19,moderate,T1,2,TRX
2025-03-19,moderate,T1,3,BTC
2025-03-19,moderate,T1,4,BNB
2025-03-19,moderate,T1,5,ETC
2025-03-19,moderate,T1,6,ADA
2025-03-19,moderate,T1,7,LTC
2025-03-19,moderate,T1,8,DOT
2025-03-19,moderate,T1,9,XLM
2025-03-19,moderate,T1,10,ETH
2025-03-20,moderate,T0,1,BCH
2025-03-20,moderate,T0,2,TRX
2025-03-20,moderate,T0,3,ETC
2025-03-20,moderate,T0,4,BNB
2025-03-20,moderate,T0,5,BTC
2025-03-20,moderate,T0,6,ADA
2025-03-20,moderate,T0,7,XLM
2025-03-20,moderate,T0,8,DOT
2025-03-20,moderate,T0,9,XRP
2025-03-20,moderate,T0,10,AVAX
2025-03-20,moderate,T1,1,BCH
2025-03-20,moderate,T1,2,TRX
2025-03-20,moderate,T1,3,ETC
2025-03-20,moderate,T1,4,BNB
2025-03-20,moderate,T1,5,BTC
2025-03-20,moderate,T1,6,DOT
2025-03-20,moderate,T1,7,XLM
2025-03-20,moderate,T1,8,ADA
2025-03-20,moderate,T1,9,XRP
2025-03-20,moderate,T1,10,AVAX
2025-03-21,moderate,T0,1,BCH
2025-03-21,moderate,T0,2,ADA
2025-03-21,moderate,T0,3,TRX
2025-03-21,moderate,T0,4,BTC
2025-03-21,moderate,T0,5,ETC
2025-03-21,moderate,T0,6,BNB
2025-03-21,moderate,T0,7,DOT
2025-03-21,moderate,T0,8,XLM
2025-03-21,moderate,T0,9,XRP
2025-03-21,moderate,T0,10,SOL
2025-03-21,moderate,T1,1,BCH
2025-03-21,moderate,T1,2,ADA
2025-03-21,moderate,T1,3,TRX
2025-03-21,moderate,T1,4,BTC
2025-03-21,moderate,T1,5,ETC
2025-03-21,moderate,T1,6,BNB
2025-03-21,moderate,T1,7,DOT
2025-03-21,moderate,T1,8,XLM
2025-03-21,moderate,T1,9,XRP
2025-03-21,moderate,T1,10,SOL
2025-03-22,moderate,T0,1,BCH
2025-03-22,moderate,T0,2,BNB
2025-03-22,moderate,T0,3,ADA
2025-03-22,moderate,T0,4,BTC
2025-03-22,moderate,T0,5,DOT
2025-03-22,moderate,T0,6,TRX
2025-03-22,moderate,T0,7,ETC
2025-03-22,moderate,T0,8,XRP
2025-03-22,moderate,T0,9,XLM
2025-03-22,moderate,T0,10,SOL
2025-03-22,moderate,T1,1,BCH
2025-03-22,moderate,T1,2,ADA
2025-03-22,moderate,T1,3,BNB
2025-03-22,moderate,T1,4,BTC
2025-03-22,moderate,T1,5,TRX
2025-03-22,moderate,T1,6,DOT
2025-03-22,moderate,T1,7,ETC
2025-03-22,moderate,T1,8,XRP
2025-03-22,moderate,T1,9,XLM
2025-03-22,moderate,T1,10,SOL
2025-03-23,moderate,T0,1,BCH
2025-03-23,moderate,T0,2,BNB
2025-03-23,moderate,T0,3,ETC
2025-03-23,moderate,T0,4,ADA
2025-03-23,moderate,T0,5,DOT
2025-03-23,moderate,T0,6,BTC
2025-03-23,moderate,T0,7,TRX
2025-03-23,moderate,T0,8,XRP
2025-03-23,moderate,T0,9,LTC
2025-03-23,moderate,T0,10,XLM
2025-03-23,moderate,T1,1,BCH
